Designator,Mid X,Mid Y,Rotation,Layer
J1,99.296299,-86.7338,270.0,bottom
J2,85.09,-82.55,180.0,bottom
J3,102.480001,-75.1351,0.0,top
J4,145.83,-99.35,180.0,bottom
J5,121.92,-81.28,90.0,top
J6,165.1,-81.28,90.0,top
J7,108.14,-83.323499,180.0,bottom
J8,108.29,-95.0748,180.0,bottom
J9,97.623898,-100.09,270.0,bottom
