Designator,Mid X,Mid Y,Rotation,Layer
J1,101.6,-87.6648,180.0,bottom
J2,85.09,-82.55,180.0,bottom
J3,102.480001,-75.1351,0.0,top
J4,145.83,-99.35,180.0,bottom
J5,121.92,-81.28,90.0,top
J6,165.1,-81.28,90.0,top
